league,season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,DF,26,1998,4.0,2,0.49,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,23,2001,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,FW,26,1997,10.2,34,3.32,21,0,5,5,1,2,4,0.39,1,0,1,1,1,0
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,"MF,FW",22,2002,35.5,202,5.7,134,21,16,21,8,2,15,0.42,11,0,2,1,1,0
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23,2001,32.7,147,4.49,116,16,2,4,4,5,16,0.49,13,2,0,1,0,0
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,22,2002,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,FW,24,2000,19.6,70,3.57,63,0,3,1,3,0,10,0.51,9,0,0,0,1,0
ENG-Premier League,2425,Chelsea,Joshua Acheampong,ENG,DF,18,2006,1.9,2,1.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,João Félix,POR,"FW,MF",24,1999,4.1,18,4.38,12,0,2,3,1,0,3,0.73,1,0,1,0,1,0
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,"MF,FW",25,1998,2.9,5,1.7,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21,2003,35.0,38,1.09,34,2,0,1,0,1,3,0.09,2,0,0,0,0,1
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21,2003,20.7,58,2.8,57,0,0,1,0,0,4,0.19,4,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26,1998,33.2,51,1.54,44,4,0,2,1,0,5,0.15,4,1,0,0,0,0
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18,2006,0.8,1,1.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,18,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",22,2001,37.2,98,2.63,86,0,2,0,3,7,9,0.24,6,0,0,0,2,1
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,FW,23,2001,1.7,6,3.6,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23,2001,24.7,69,2.8,42,0,9,7,9,2,10,0.41,7,0,2,1,0,0
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,FW,22,2002,22.6,79,3.5,57,0,10,7,4,1,8,0.35,5,0,0,1,1,1
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,FW,24,2000,25.2,90,3.57,64,9,6,7,4,0,9,0.36,5,1,2,1,0,0
ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24,1999,11.8,18,1.52,11,5,1,1,0,0,3,0.25,1,0,1,1,0,0
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,"DF,MF",21,2003,2.0,1,0.49,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26,1997,32.0,7,0.22,6,1,0,0,0,0,2,0.06,1,1,0,0,0,0
ENG-Premier League,2425,Chelsea,Roméo Lavia,BEL,MF,20,2004,8.9,14,1.58,13,0,0,0,0,1,2,0.23,2,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,ENG,MF,16,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26,1997,15.7,15,0.96,8,0,0,6,0,1,1,0.06,0,0,0,1,0,0
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999,10.1,13,1.29,10,0,0,2,0,1,3,0.3,1,0,0,1,0,1
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,FW,18,2006,2.0,7,3.44,6,0,1,0,0,0,1,0.49,1,0,0,0,0,0
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23,2000,13.0,15,1.15,12,1,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004,14.6,59,4.03,45,11,0,2,0,1,6,0.41,4,2,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,18,2005,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,27,1996,2.9,8,2.77,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,24,2000,5.0,9,1.79,5,0,0,2,1,1,3,0.6,1,0,0,1,1,0
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24,2000,21.4,9,0.42,5,0,0,2,1,1,2,0.09,0,0,0,2,0,0
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27,1996,17.4,52,2.99,37,6,1,3,2,3,3,0.17,2,1,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28,1996,35.9,85,2.37,69,2,2,6,1,5,11,0.31,9,0,1,1,0,0
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27,1997,38.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26,1998,28.8,135,4.69,72,29,11,13,9,1,10,0.35,9,1,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999,11.5,31,2.69,20,0,3,3,5,0,3,0.26,2,0,0,0,1,0
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,26,1998,30.1,110,3.65,81,0,6,9,14,0,12,0.4,9,0,1,0,2,0
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997,29.4,65,2.21,44,0,5,11,5,0,10,0.34,5,0,3,2,0,0
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",29,1994,25.3,47,1.86,37,5,1,3,0,1,3,0.12,3,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",31,1992,1.1,7,6.06,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,34,1989,0.8,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32,1991,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,20,2003,5.6,15,2.66,12,2,0,1,0,0,1,0.18,1,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000,34.0,44,1.29,36,0,0,4,2,2,5,0.15,4,0,0,0,0,1
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",20,2004,0.6,3,4.91,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24,2000,34.6,28,0.81,23,1,0,4,0,0,4,0.12,2,1,0,1,0,0
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33,1991,5.4,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,19,2005,1.5,8,5.18,6,0,1,0,1,0,3,1.94,1,0,1,0,1,0
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999,11.8,11,0.93,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,24,1999,34.4,72,2.1,65,1,0,3,2,1,7,0.2,6,0,0,0,1,0
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29,1995,23.4,67,2.86,42,17,1,2,5,0,6,0.26,2,3,0,1,0,0
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31,1993,28.5,58,2.04,52,0,3,2,0,1,3,0.11,2,0,0,0,0,1
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,22,2001,3.7,7,1.89,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985,20.8,47,2.25,34,8,0,1,2,2,6,0.29,4,0,0,1,0,1
ENG-Premier League,2425,Everton,Beto,GNB,FW,26,1998,17.0,26,1.52,16,0,3,3,4,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27,1997,17.9,26,1.46,14,0,4,3,3,2,4,0.22,1,0,2,0,1,0
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",24,1999,15.2,72,4.73,39,22,6,2,2,1,10,0.66,5,2,2,0,0,1
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,34,1989,34.0,60,1.76,52,0,1,2,3,2,4,0.12,4,0,0,0,0,0
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,24,2000,27.0,65,2.41,49,0,9,1,6,0,8,0.3,5,0,2,0,1,0
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,27,1996,23.1,57,2.47,38,9,4,2,4,0,4,0.17,1,0,0,1,2,0
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23,2001,17.5,16,0.92,14,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23,2001,17.7,39,2.2,27,11,0,0,0,1,5,0.28,4,1,0,0,0,0
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31,1992,32.5,38,1.17,32,2,0,4,0,0,4,0.12,4,0,0,0,0,0
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002,27.9,13,0.47,11,1,0,0,1,0,2,0.07,1,1,0,0,0,0
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,24,2000,13.8,46,3.35,30,7,2,3,3,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30,1994,38.0,13,0.34,12,1,0,0,0,0,2,0.05,2,0,0,0,0,0
ENG-Premier League,2425,Everton,Mason Holgate,JAM,"FW,DF",27,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31,1993,11.7,6,0.51,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22,2001,3.9,11,2.85,8,1,2,0,0,0,1,0.26,1,0,0,0,0,0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26,1998,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19,2004,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35,1988,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003,6.4,10,1.57,6,0,1,0,1,2,1,0.16,1,0,0,0,0,0
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999,34.2,43,1.26,40,0,1,2,0,0,4,0.12,3,0,0,1,0,0
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",20,2004,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",28,1996,19.7,82,4.16,66,0,9,4,1,2,10,0.51,9,0,1,0,0,0
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",28,1996,33.1,122,3.68,106,0,8,6,2,0,16,0.48,13,0,2,1,0,0
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28,1996,22.4,104,4.65,54,41,0,4,4,1,8,0.36,4,2,0,0,2,0
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,26,1997,35.2,80,2.27,74,1,2,2,0,1,11,0.31,11,0,0,0,0,0
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32,1992,38.0,6,0.16,6,0,0,0,0,0,2,0.05,2,0,0,0,0,0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24,1999,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",29,1995,0.2,2,11.25,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000,22.7,73,3.22,57,0,3,8,2,3,12,0.53,10,0,1,0,0,1
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29,1995,1.2,1,0.89,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",27,1997,12.9,44,3.41,30,6,0,5,2,1,3,0.23,2,0,0,0,1,0
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,27,1997,14.9,6,0.4,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,21,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996,28.7,35,1.23,27,1,0,7,0,0,2,0.07,1,1,0,0,0,0
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,24,1999,3.9,1,0.26,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17,2007,1.4,8,5.54,6,0,1,1,0,0,2,1.38,2,0,0,0,0,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28,1995,19.7,36,1.83,28,0,2,3,2,1,4,0.2,4,0,0,0,0,0
ENG-Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",21,2003,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33,1991,27.7,66,2.38,48,1,2,9,5,1,7,0.25,4,0,0,1,1,1
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,24,1999,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23,2001,10.7,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",24,2000,6.4,24,3.72,20,0,1,2,1,0,4,0.62,4,0,0,0,0,0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,24.7,48,1.94,43,1,1,1,0,2,2,0.08,2,0,0,0,0,0
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,26.0,55,2.11,36,12,0,5,1,1,4,0.15,3,0,0,1,0,0
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,28,1995,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,7.0,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0
ENG-Premier League,2425,Fulham,Willian,BRA,"FW,MF",35,1988,2.9,17,5.93,11,4,0,2,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13.0,3,0.23,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,1.5,8,5.37,4,0,3,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18.0,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,19.0,19,1.0,17,1,0,0,1,0,2,0.11,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,1.8,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24,2000,15.0,24,1.6,12,9,0,1,2,0,5,0.33,4,0,0,1,0,0
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,17.1,14,0.82,14,0,0,0,0,0,3,0.18,3,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27,1997,2.6,3,1.13,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28,1995,7.0,2,0.29,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,9.5,22,2.32,19,3,0,0,0,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,3.7,5,1.34,4,1,0,0,0,0,1,0.27,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,34.7,24,0.69,19,0,0,2,2,1,4,0.12,4,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,7.3,9,1.22,7,0,0,1,1,0,3,0.41,2,0,0,1,0,0
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",23,2000,13.1,50,3.81,42,2,3,0,0,3,5,0.38,4,1,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,9.6,22,2.3,15,1,2,2,0,2,2,0.21,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,24.5,20,0.82,16,1,0,1,1,1,1,0.04,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",22,2002,5.3,9,1.71,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,21.8,36,1.65,28,2,4,0,1,1,2,0.09,1,0,1,0,0,0
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",20,2004,9.7,29,3.0,16,4,6,2,0,1,4,0.41,2,1,1,0,0,0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,13.7,17,1.24,13,3,0,1,0,0,3,0.22,3,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,2000,30.5,93,3.05,46,39,3,3,1,1,4,0.13,3,0,1,0,0,0
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,28.8,62,2.15,28,0,12,7,13,2,7,0.24,3,0,2,0,2,0
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,13.2,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28,1996,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31,1992,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",26,1998,7.8,22,2.82,15,0,6,1,0,0,2,0.26,1,0,1,0,0,0
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",20,2003,28.7,81,2.82,59,0,9,6,5,2,6,0.21,6,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,30.6,51,1.67,46,4,0,0,1,0,2,0.07,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",28,1995,11.0,10,0.91,8,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",29,1994,10.3,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20,2004,24.2,78,3.22,54,9,8,4,3,0,7,0.29,5,1,0,1,0,0
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,31,1993,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0
