league,season,team,player,nation,pos,age,born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,"MF,FW",23,2001,3.1,121,119,1,0,0,0,3,0,1,1,0,0,94,1,5
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,MF,21,2002,30.3,1386,1292,85,26,7,4,86,2,48,17,28,0,1085,9,35
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18,2006,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,28,1995,1.5,67,39,28,0,0,0,4,27,1,1,0,0,47,0,3
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26,1997,6.6,323,312,11,10,1,2,2,1,0,0,0,0,276,0,9
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,29,1994,4.4,182,157,24,15,0,1,19,0,8,3,5,0,145,1,1
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",24,1999,9.5,196,191,3,0,1,1,21,2,1,0,0,0,118,2,12
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32,1992,38.0,998,610,375,105,0,0,0,0,0,0,0,0,519,13,0
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23,2001,10.1,309,290,17,11,1,0,0,3,0,0,0,0,238,2,11
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24,2000,31.1,1269,1241,18,7,19,12,45,1,1,0,0,0,993,10,27
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22,2002,35.4,1450,1271,166,113,8,22,14,3,0,0,0,0,1138,13,6
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23,2001,28.8,1116,888,224,19,1,4,59,203,2,0,2,0,843,4,31
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26,1998,21.8,947,890,50,22,7,0,7,6,0,0,0,0,821,7,11
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,26,1997,37.0,1033,994,32,32,0,3,0,0,0,0,0,0,850,7,3
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,27,1996,33.3,1352,1071,279,15,0,4,59,264,0,0,0,0,994,2,46
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",24,1999,3.3,97,86,10,2,0,1,8,4,4,2,1,0,66,1,2
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,26,1997,21.3,758,699,56,23,0,0,8,0,2,0,0,0,618,3,19
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,26,1997,4.6,96,96,0,0,1,0,2,0,0,0,0,0,61,0,4
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33,1991,1.7,70,69,1,1,0,0,0,0,0,0,0,0,55,0,0
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,"DF,MF",31,1993,10.6,428,338,86,1,3,1,19,85,0,0,0,0,308,4,10
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30.0,1223,918,298,108,0,4,0,0,0,0,0,0,774,7,1
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,1988,4.0,260,255,4,3,1,0,4,0,0,0,0,0,221,1,3
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"FW,MF",23,2001,1.6,18,18,0,0,0,0,1,0,0,0,0,0,13,0,1
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,1989,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,2001,3.7,224,219,4,4,0,0,0,0,0,0,0,0,202,1,1
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25,1999,5.0,166,163,2,1,1,0,5,1,0,0,0,0,128,1,3
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,16.0,251,231,19,0,2,0,3,0,0,0,0,0,205,1,8
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,1993,4.0,223,192,30,7,0,0,9,21,2,1,1,0,196,1,3
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25,1999,23.9,1109,1079,29,29,7,1,4,0,0,0,0,0,1003,1,13
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30,1994,15.4,955,912,42,19,0,2,1,15,0,0,0,0,879,1,4
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,26,1997,11.9,599,549,49,9,0,0,29,36,3,2,0,0,500,1,9
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28,1996,28.1,1687,1606,79,33,0,7,1,1,0,0,0,0,1564,2,4
ENG-Premier League,2425,Southampton,Jay Robinson,ENG,"MF,FW",17,2007,1.5,34,34,0,0,0,0,1,0,0,0,0,0,23,0,2
ENG-Premier League,2425,Southampton,Joachim Kayi Sanda,FRA,DF,17,2006,0.2,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,"MF,DF",28,1996,22.4,1046,1032,13,4,2,1,10,4,0,0,0,0,929,1,15
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29,1995,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,2002,15.6,357,354,2,0,0,2,26,2,0,0,0,0,285,1,9
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27,1997,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20,2004,18.4,706,697,9,9,2,0,6,0,0,0,0,0,600,0,11
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20,2004,32.3,1361,1184,175,61,9,10,113,10,54,39,14,0,1087,2,36
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,27,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22,2002,8.6,476,465,10,4,0,0,3,1,0,0,0,0,444,1,1
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,1994,11.7,263,261,0,0,0,4,0,0,0,0,0,0,160,2,8
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21,2003,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,1996,4.3,95,94,1,1,0,0,0,0,0,0,0,0,67,0,3
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28,1996,16.2,803,634,162,38,1,3,84,92,32,24,5,0,619,7,21
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18,2006,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22,2002,31.4,2164,2080,81,51,3,9,10,27,0,0,0,0,1892,3,11
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18,2006,20.8,620,585,32,4,8,3,28,3,11,8,0,0,504,3,17
ENG-Premier League,2425,Southampton,Welington,BRA,DF,23,2001,5.4,186,147,39,5,0,1,17,28,6,5,0,0,145,0,8
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24,2000,7.7,356,294,60,12,1,2,36,4,25,15,7,0,270,2,8
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"DF,MF",24,2000,17.3,891,765,124,17,1,7,70,97,10,4,6,0,713,2,22
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21,2003,6.0,217,177,39,9,0,0,0,0,0,0,0,0,167,1,1
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18,2006,19.5,1145,1053,88,30,1,3,17,45,4,0,4,0,1001,4,18
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31,1993,14.8,1023,925,95,26,1,5,4,5,0,0,0,0,896,3,8
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25,1999,1.0,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23,2001,24.2,638,624,12,0,0,1,53,12,0,0,0,0,449,2,41
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26,1998,15.7,1223,1120,101,80,4,2,3,7,0,0,0,0,1094,2,7
ENG-Premier League,2425,Tottenham,Dane Scarlett,ENG,"FW,MF",20,2004,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,2000,26.5,893,800,84,4,11,1,89,6,62,26,0,0,658,9,42
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,21,2002,21.4,1115,944,170,28,0,0,19,142,0,0,0,0,972,1,34
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23,2000,19.9,1161,974,183,30,2,2,25,153,0,0,0,0,992,4,19
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,1997,24.5,361,321,38,0,3,1,4,2,0,0,0,0,255,2,15
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36,1988,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27,1996,24.0,874,773,101,36,0,1,0,0,0,0,0,0,764,0,2
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27,1996,20.1,1256,1118,132,48,12,5,98,5,59,37,8,0,1021,6,15
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,DF,25,1998,9.4,555,534,21,17,0,2,1,0,0,0,0,0,480,0,8
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18,2006,13.5,720,675,44,21,0,8,21,10,8,5,2,0,629,1,11
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,2005,10.1,266,243,22,3,2,1,35,7,8,6,2,0,185,1,12
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23,2001,11.3,802,758,43,18,0,1,0,4,0,0,0,0,729,1,5
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,16,2007,4.1,96,88,8,0,0,0,16,2,6,3,0,0,67,0,5
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,21,2002,21.3,1029,999,26,9,1,3,14,12,0,0,0,0,889,4,20
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,24,1999,29.0,1892,1530,355,53,4,16,196,249,53,4,44,0,1385,7,75
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22,2002,13.9,840,793,47,40,1,3,1,3,0,0,0,0,716,0,5
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,1997,5.6,103,97,6,1,0,3,7,0,0,0,0,0,62,0,6
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27,1997,18.3,1076,1036,38,31,4,2,4,2,0,0,0,0,946,2,19
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,DF,27,1996,2.2,136,116,19,1,0,0,12,16,2,1,1,0,93,1,4
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32,1992,23.4,925,853,70,15,4,4,78,12,38,25,5,0,730,2,26
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28,1996,5.7,236,222,12,2,2,2,28,8,2,1,0,0,158,2,15
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,"FW,MF",19,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,"FW,MF",19,2004,9.4,274,262,8,0,0,1,25,2,1,0,0,0,212,4,13
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27,1996,15.6,852,807,42,41,2,2,2,1,0,0,0,0,755,3,10
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,34,1989,9.2,610,511,98,33,1,5,36,52,13,11,2,0,504,1,10
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26,1997,35.0,1815,1568,243,11,5,1,76,232,0,0,0,0,1472,4,62
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31,1993,25.1,989,716,268,72,0,3,0,0,0,0,0,0,688,5,3
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24,2000,1.8,124,120,2,2,1,0,2,0,0,0,0,0,109,2,1
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,"MF,FW",27,1997,15.7,669,605,62,28,4,6,34,4,21,11,6,0,570,2,10
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",22,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13
ENG-Premier League,2425,West Ham,Danny Ings,ENG,"FW,MF",32,1992,3.2,92,86,5,0,1,0,3,0,0,0,0,0,63,1,4
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26,1997,19.7,1003,980,16,12,3,12,6,3,0,0,0,0,861,7,10
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,29,1994,23.5,1077,887,185,20,1,2,64,140,25,7,15,0,861,5,23
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,2004,1.7,37,35,1,0,1,1,0,0,0,0,0,0,28,1,0
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30,1994,12.8,569,554,15,14,1,5,5,1,0,0,0,0,480,0,13
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29,1994,11.5,768,699,64,28,0,9,49,1,34,18,14,1,677,5,4
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",27,1996,33.0,815,722,87,6,7,4,106,3,44,28,15,0,584,6,44
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24,1999,20.3,1082,1046,33,28,0,4,3,5,0,0,0,0,951,3,7
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,26,1997,22.7,1265,1203,58,39,1,24,2,15,0,0,0,0,1092,4,10
ENG-Premier League,2425,West Ham,Lewis Orford,ENG,MF,18,2006,0.5,38,36,2,2,0,0,1,0,0,0,0,0,33,0,0
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,"MF,FW",26,1997,26.4,1456,1367,81,35,18,12,29,12,4,1,3,0,1126,8,26
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,"MF,FW",18,2006,1.7,67,64,3,0,0,0,8,1,2,0,2,0,58,0,2
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27,1997,37.2,1958,1916,37,25,0,12,4,1,0,0,0,0,1697,5,9
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34,1990,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"FW,MF",23,2000,28.8,855,837,16,5,2,13,81,3,1,0,0,0,715,2,29
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31,1993,8.8,198,190,7,0,0,2,1,0,0,0,0,0,133,1,7
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,"DF,FW",18,2005,7.4,372,333,36,4,1,1,15,32,0,0,0,0,293,3,5
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29,1995,28.5,969,946,20,17,0,11,14,3,0,0,0,0,715,3,26
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,DF,31,1992,11.9,598,490,106,11,0,0,28,95,0,0,0,0,470,2,11
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39,1985,12.9,495,351,143,43,0,0,0,0,0,0,0,0,332,1,0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Wolves,André,BRA,MF,23,2001,27.5,1342,1308,32,28,5,15,0,2,0,0,0,0,1247,2,14
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,MF,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20,2004,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34,1990,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31,1993,2.0,65,45,20,7,0,0,0,0,0,0,0,0,49,0,0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",28,1995,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27,1997,15.7,1001,955,43,28,1,11,2,0,0,0,0,0,855,3,5
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27,1996,11.1,349,312,34,0,1,5,22,14,1,1,0,0,259,3,10
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,1996,7.3,204,189,14,2,1,0,8,6,0,0,0,0,166,1,9
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26,1998,18.6,599,575,23,9,5,4,44,3,5,4,0,0,475,1,21
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31,1993,29.0,924,706,215,65,1,0,0,0,0,0,0,0,592,3,1
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23,2001,33.0,1623,1564,56,27,5,9,29,17,1,1,0,0,1380,3,24
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,28.7,457,443,14,0,1,2,6,0,0,0,0,0,295,0,19
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30,1993,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,1996,12.0,212,205,7,0,1,0,10,1,0,0,0,0,152,0,5
ENG-Premier League,2425,Wolves,Mateus Mane,,MF,,,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25,1999,28.9,1133,938,185,52,14,15,142,32,73,40,23,3,811,10,34
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32,1992,23.4,1302,1177,121,55,2,22,22,66,0,0,0,0,1078,4,14
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,DF,21,2002,0.7,48,45,3,1,0,0,0,2,0,0,0,0,40,0,2
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,30,1993,32.1,1357,1142,210,12,1,5,63,198,0,0,0,0,1096,5,36
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32,1992,9.0,445,372,65,22,5,2,47,10,24,22,2,0,308,8,19
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,DF,18,2006,0.8,38,31,7,0,0,0,5,7,0,0,0,0,28,0,2
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23,2001,34.5,1721,1397,320,44,3,4,94,246,30,24,1,0,1449,4,42
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21,2003,9.0,309,267,41,1,1,0,23,39,1,0,1,0,212,1,10
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31,1993,7.0,278,230,47,22,0,0,0,0,0,0,0,0,184,1,2
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25,1998,18.7,842,807,34,21,1,3,0,4,0,0,0,0,741,1,9
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,22,2001,5.4,392,353,35,19,0,6,15,3,12,6,4,0,321,4,8
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25,1999,29.0,1714,1618,95,46,0,3,13,35,0,0,0,0,1473,1,21
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3
